RESTAURANTNIT,CLIENTCODE,DATE,CODE PRODUCT
20019,16178,Sat Sep 26 09:12:03 COT 2020,8037
20019,16178,Sat Sep 26 09:12:03 COT 2020,8037
20020,16178,Sat Sep 26 09:12:03 COT 2020,9034
20020,16178,Sat Sep 26 09:12:03 COT 2020,9034
20021,16178,Sat Sep 26 09:12:03 COT 2020,1732
20021,16178,Sat Sep 26 09:12:03 COT 2020,1732
20022,16178,Sat Sep 26 09:12:03 COT 2020,6976
20022,16178,Sat Sep 26 09:12:03 COT 2020,6976
20023,16178,Sat Sep 26 09:12:03 COT 2020,3036
20023,16178,Sat Sep 26 09:12:03 COT 2020,3036
20024,16178,Sat Sep 26 09:12:03 COT 2020,7478
20024,16178,Sat Sep 26 09:12:03 COT 2020,7478
20025,16178,Sat Sep 26 09:12:03 COT 2020,16219
20025,16178,Sat Sep 26 09:12:03 COT 2020,16219
20026,16178,Sat Sep 26 09:12:03 COT 2020,16302
20026,16178,Sat Sep 26 09:12:03 COT 2020,16302
20027,16178,Sat Sep 26 09:12:03 COT 2020,16245
20027,16178,Sat Sep 26 09:12:03 COT 2020,16245
20028,16178,Sat Sep 26 09:12:03 COT 2020,4669
20028,16178,Sat Sep 26 09:12:03 COT 2020,4669
20029,16178,Sat Sep 26 09:12:03 COT 2020,9282
20029,16178,Sat Sep 26 09:12:03 COT 2020,9282
20030,16178,Sat Sep 26 09:12:03 COT 2020,9552
20030,16178,Sat Sep 26 09:12:03 COT 2020,9552
20031,16178,Sat Sep 26 09:12:03 COT 2020,3412
20031,16178,Sat Sep 26 09:12:03 COT 2020,3412
20032,16178,Sat Sep 26 09:12:03 COT 2020,10453
20032,16178,Sat Sep 26 09:12:03 COT 2020,10453
20033,16178,Sat Sep 26 09:12:03 COT 2020,4185
20033,16178,Sat Sep 26 09:12:03 COT 2020,4185
20034,16178,Sat Sep 26 09:12:03 COT 2020,16459
20034,16178,Sat Sep 26 09:12:03 COT 2020,16459
20035,16178,Sat Sep 26 09:12:03 COT 2020,17952
20035,16178,Sat Sep 26 09:12:03 COT 2020,17952
20036,16178,Sat Sep 26 09:12:03 COT 2020,18547
20036,16178,Sat Sep 26 09:12:03 COT 2020,18547
20037,16178,Sat Sep 26 09:12:03 COT 2020,13839
20037,16178,Sat Sep 26 09:12:03 COT 2020,13839
20038,16178,Sat Sep 26 09:12:03 COT 2020,2350
20038,16178,Sat Sep 26 09:12:03 COT 2020,2350
20039,16178,Sat Sep 26 09:12:03 COT 2020,8554
20039,16178,Sat Sep 26 09:12:03 COT 2020,8554
20040,16178,Sat Sep 26 09:12:03 COT 2020,4197
20040,16178,Sat Sep 26 09:12:03 COT 2020,4197
20041,16178,Sat Sep 26 09:12:03 COT 2020,6389
20041,16178,Sat Sep 26 09:12:03 COT 2020,6389
20042,16178,Sat Sep 26 09:12:03 COT 2020,3329
20042,16178,Sat Sep 26 09:12:03 COT 2020,3329
20043,16178,Sat Sep 26 09:12:03 COT 2020,11125
20043,16178,Sat Sep 26 09:12:03 COT 2020,11125
20044,16178,Sat Sep 26 09:12:03 COT 2020,7698
20044,16178,Sat Sep 26 09:12:03 COT 2020,7698
20045,16178,Sat Sep 26 09:12:03 COT 2020,5496
20045,16178,Sat Sep 26 09:12:03 COT 2020,5496
20045,16178,Sat Sep 26 09:12:03 COT 2020,5496
20045,16178,Sat Sep 26 09:12:03 COT 2020,5496
20046,16178,Sat Sep 26 09:12:03 COT 2020,5496
20046,16178,Sat Sep 26 09:12:03 COT 2020,5496
20046,16178,Sat Sep 26 09:12:03 COT 2020,5496
20046,16178,Sat Sep 26 09:12:03 COT 2020,5496
20047,16178,Sat Sep 26 09:12:03 COT 2020,8936
20047,16178,Sat Sep 26 09:12:03 COT 2020,8936
20048,16178,Sat Sep 26 09:12:03 COT 2020,4491
20048,16178,Sat Sep 26 09:12:03 COT 2020,4491
20049,16178,Sat Sep 26 09:12:03 COT 2020,18301
20049,16178,Sat Sep 26 09:12:03 COT 2020,18301
20050,16178,Sat Sep 26 09:12:03 COT 2020,6889
20050,16178,Sat Sep 26 09:12:03 COT 2020,6889
20051,16178,Sat Sep 26 09:12:03 COT 2020,3322
20051,16178,Sat Sep 26 09:12:03 COT 2020,3322
20052,16178,Sat Sep 26 09:12:03 COT 2020,18320
20052,16178,Sat Sep 26 09:12:03 COT 2020,18320
20053,16178,Sat Sep 26 09:12:03 COT 2020,2053
20053,16178,Sat Sep 26 09:12:03 COT 2020,2053
20054,16178,Sat Sep 26 09:12:03 COT 2020,15163
20054,16178,Sat Sep 26 09:12:03 COT 2020,16287
20054,16178,Sat Sep 26 09:12:03 COT 2020,15163
20054,16178,Sat Sep 26 09:12:03 COT 2020,16287
20055,16178,Sat Sep 26 09:12:03 COT 2020,16131
20055,16178,Sat Sep 26 09:12:03 COT 2020,16131
20056,16178,Sat Sep 26 09:12:03 COT 2020,3455
20056,16178,Sat Sep 26 09:12:03 COT 2020,3455
20057,16178,Sat Sep 26 09:12:03 COT 2020,10157
20057,16178,Sat Sep 26 09:12:03 COT 2020,10157
20058,16178,Sat Sep 26 09:12:03 COT 2020,7789
20058,16178,Sat Sep 26 09:12:03 COT 2020,7789
20059,16178,Sat Sep 26 09:12:03 COT 2020,11260
20059,16178,Sat Sep 26 09:12:03 COT 2020,11260
20060,16178,Sat Sep 26 09:12:03 COT 2020,15065
20060,16178,Sat Sep 26 09:12:03 COT 2020,15065
20061,16178,Sat Sep 26 09:12:03 COT 2020,8230
20061,16178,Sat Sep 26 09:12:03 COT 2020,8230
20062,16178,Sat Sep 26 09:12:03 COT 2020,18506
20062,16178,Sat Sep 26 09:12:03 COT 2020,18506
20063,16178,Sat Sep 26 09:12:03 COT 2020,15521
20063,16178,Sat Sep 26 09:12:03 COT 2020,15521
20064,16178,Sat Sep 26 09:12:03 COT 2020,2114
20064,16178,Sat Sep 26 09:12:03 COT 2020,2114
20065,16178,Sat Sep 26 09:12:03 COT 2020,6891
20065,16178,Sat Sep 26 09:12:03 COT 2020,6891
20066,16178,Sat Sep 26 09:12:03 COT 2020,11108
20066,16178,Sat Sep 26 09:12:03 COT 2020,11108
20067,16178,Sat Sep 26 09:12:03 COT 2020,1036
20067,16178,Sat Sep 26 09:12:03 COT 2020,1036
20068,16178,Sat Sep 26 09:12:03 COT 2020,7481
20068,16178,Sat Sep 26 09:12:03 COT 2020,7481
20069,16178,Sat Sep 26 09:12:03 COT 2020,1108
20069,16178,Sat Sep 26 09:12:03 COT 2020,1108
20070,16178,Sat Sep 26 09:12:03 COT 2020,13153
20070,16178,Sat Sep 26 09:12:03 COT 2020,13153
20071,16178,Sat Sep 26 09:12:03 COT 2020,19762
20071,16178,Sat Sep 26 09:12:03 COT 2020,19762
20072,16178,Sat Sep 26 09:12:03 COT 2020,1129
20072,16178,Sat Sep 26 09:12:03 COT 2020,1129
20073,16178,Sat Sep 26 09:12:03 COT 2020,9664
20073,16178,Sat Sep 26 09:12:03 COT 2020,9664
20074,16178,Sat Sep 26 09:12:03 COT 2020,10302
20074,16178,Sat Sep 26 09:12:03 COT 2020,10302
20075,16178,Sat Sep 26 09:12:03 COT 2020,18259
20075,16178,Sat Sep 26 09:12:03 COT 2020,18259
20076,16178,Sat Sep 26 09:12:03 COT 2020,5426
20076,16178,Sat Sep 26 09:12:03 COT 2020,5426
20077,16178,Sat Sep 26 09:12:03 COT 2020,6559
20077,16178,Sat Sep 26 09:12:03 COT 2020,6559
20078,16178,Sat Sep 26 09:12:03 COT 2020,17771
20078,16178,Sat Sep 26 09:12:03 COT 2020,17771
20079,16178,Sat Sep 26 09:12:03 COT 2020,15170
20079,16178,Sat Sep 26 09:12:03 COT 2020,15170
20080,16178,Sat Sep 26 09:12:03 COT 2020,16529
20080,16178,Sat Sep 26 09:12:03 COT 2020,16529
20081,16178,Sat Sep 26 09:12:03 COT 2020,5390
20081,16178,Sat Sep 26 09:12:03 COT 2020,5390
20082,16178,Sat Sep 26 09:12:03 COT 2020,19251
20082,16178,Sat Sep 26 09:12:03 COT 2020,19251
20083,16178,Sat Sep 26 09:12:03 COT 2020,8261
20083,16178,Sat Sep 26 09:12:03 COT 2020,8261
20084,16178,Sat Sep 26 09:12:03 COT 2020,12148
20084,16178,Sat Sep 26 09:12:03 COT 2020,12148
20085,16178,Sat Sep 26 09:12:03 COT 2020,14331
20085,16178,Sat Sep 26 09:12:03 COT 2020,14331
20086,16178,Sat Sep 26 09:12:03 COT 2020,14725
20086,16178,Sat Sep 26 09:12:03 COT 2020,14725
20087,16178,Sat Sep 26 09:12:03 COT 2020,14316
20087,16178,Sat Sep 26 09:12:03 COT 2020,14316
20088,16178,Sat Sep 26 09:12:03 COT 2020,9817
20088,16178,Sat Sep 26 09:12:03 COT 2020,9817
20089,16178,Sat Sep 26 09:12:03 COT 2020,13521
20089,16178,Sat Sep 26 09:12:03 COT 2020,13521
20090,16178,Sat Sep 26 09:12:03 COT 2020,3854
20090,16178,Sat Sep 26 09:12:03 COT 2020,3854
20091,16178,Sat Sep 26 09:12:03 COT 2020,14738
20091,16178,Sat Sep 26 09:12:03 COT 2020,14738
20092,16178,Sat Sep 26 09:12:03 COT 2020,5449
20092,16178,Sat Sep 26 09:12:03 COT 2020,5449
20093,16178,Sat Sep 26 09:12:03 COT 2020,1089
20093,16178,Sat Sep 26 09:12:03 COT 2020,1089
20094,16178,Sat Sep 26 09:12:03 COT 2020,8665
20094,16178,Sat Sep 26 09:12:03 COT 2020,8665
20094,16178,Sat Sep 26 09:12:03 COT 2020,8665
20094,16178,Sat Sep 26 09:12:03 COT 2020,8665
20095,16178,Sat Sep 26 09:12:03 COT 2020,8665
20095,16178,Sat Sep 26 09:12:03 COT 2020,8665
20095,16178,Sat Sep 26 09:12:03 COT 2020,8665
20095,16178,Sat Sep 26 09:12:03 COT 2020,8665
20096,16178,Sat Sep 26 09:12:03 COT 2020,10610
20096,16178,Sat Sep 26 09:12:03 COT 2020,10610
20097,16178,Sat Sep 26 09:12:03 COT 2020,1000
20097,16178,Sat Sep 26 09:12:03 COT 2020,1000
20098,16178,Sat Sep 26 09:12:03 COT 2020,10472
20098,16178,Sat Sep 26 09:12:03 COT 2020,10472
20099,16178,Sat Sep 26 09:12:03 COT 2020,4680
20099,16178,Sat Sep 26 09:12:03 COT 2020,4680
20100,16178,Sat Sep 26 09:12:03 COT 2020,4012
20100,16178,Sat Sep 26 09:12:03 COT 2020,4012
20101,16178,Sat Sep 26 09:12:03 COT 2020,6772
20101,16178,Sat Sep 26 09:12:03 COT 2020,6772
20102,16178,Sat Sep 26 09:12:03 COT 2020,2710
20102,16178,Sat Sep 26 09:12:03 COT 2020,2710
20103,16178,Sat Sep 26 09:12:03 COT 2020,13103
20103,16178,Sat Sep 26 09:12:03 COT 2020,13103
20104,16178,Sat Sep 26 09:12:03 COT 2020,12194
20104,16178,Sat Sep 26 09:12:03 COT 2020,12194
20105,16178,Sat Sep 26 09:12:03 COT 2020,6420
20105,16178,Sat Sep 26 09:12:03 COT 2020,6420
20106,16178,Sat Sep 26 09:12:03 COT 2020,15578
20106,16178,Sat Sep 26 09:12:03 COT 2020,15578
20107,16178,Sat Sep 26 09:12:03 COT 2020,1414
20107,16178,Sat Sep 26 09:12:03 COT 2020,1414
20108,16178,Sat Sep 26 09:12:03 COT 2020,14350
20108,16178,Sat Sep 26 09:12:03 COT 2020,13975
20108,16178,Sat Sep 26 09:12:03 COT 2020,14350
20108,16178,Sat Sep 26 09:12:03 COT 2020,13975
20109,16178,Sat Sep 26 09:12:03 COT 2020,10735
20109,16178,Sat Sep 26 09:12:03 COT 2020,10735
20110,16178,Sat Sep 26 09:12:03 COT 2020,5452
20110,16178,Sat Sep 26 09:12:03 COT 2020,10412
20110,16178,Sat Sep 26 09:12:03 COT 2020,5452
20110,16178,Sat Sep 26 09:12:03 COT 2020,10412
20111,16178,Sat Sep 26 09:12:03 COT 2020,1432
20111,16178,Sat Sep 26 09:12:03 COT 2020,1432
20112,16178,Sat Sep 26 09:12:03 COT 2020,11071
20112,16178,Sat Sep 26 09:12:03 COT 2020,11071
20113,16178,Sat Sep 26 09:12:03 COT 2020,16099
20113,16178,Sat Sep 26 09:12:03 COT 2020,16099
20114,16178,Sat Sep 26 09:12:03 COT 2020,8412
20114,16178,Sat Sep 26 09:12:03 COT 2020,8412
20114,16178,Sat Sep 26 09:12:03 COT 2020,8412
20114,16178,Sat Sep 26 09:12:03 COT 2020,8412
20115,16178,Sat Sep 26 09:12:03 COT 2020,8412
20115,16178,Sat Sep 26 09:12:03 COT 2020,8412
20115,16178,Sat Sep 26 09:12:03 COT 2020,8412
20115,16178,Sat Sep 26 09:12:03 COT 2020,8412
20116,16178,Sat Sep 26 09:12:03 COT 2020,7610
20116,16178,Sat Sep 26 09:12:03 COT 2020,7610
20117,16178,Sat Sep 26 09:12:03 COT 2020,2118
20117,16178,Sat Sep 26 09:12:03 COT 2020,2118
20118,16178,Sat Sep 26 09:12:03 COT 2020,12604
20118,16178,Sat Sep 26 09:12:03 COT 2020,12604
20119,16178,Sat Sep 26 09:12:03 COT 2020,12288
20119,16178,Sat Sep 26 09:12:03 COT 2020,12288
20120,16178,Sat Sep 26 09:12:03 COT 2020,18690
20120,16178,Sat Sep 26 09:12:03 COT 2020,18690
20121,16178,Sat Sep 26 09:12:03 COT 2020,17052
20121,16178,Sat Sep 26 09:12:03 COT 2020,17052
20122,16178,Sat Sep 26 09:12:03 COT 2020,9787
20122,16178,Sat Sep 26 09:12:03 COT 2020,9787
20123,16178,Sat Sep 26 09:12:03 COT 2020,11836
20123,16178,Sat Sep 26 09:12:03 COT 2020,11836
20124,16178,Sat Sep 26 09:12:03 COT 2020,6992
20124,16178,Sat Sep 26 09:12:03 COT 2020,6992
20125,16178,Sat Sep 26 09:12:03 COT 2020,14623
20125,16178,Sat Sep 26 09:12:03 COT 2020,14623
20126,16178,Sat Sep 26 09:12:03 COT 2020,14392
20126,16178,Sat Sep 26 09:12:03 COT 2020,14392
20126,16178,Sat Sep 26 09:12:03 COT 2020,14392
20126,16178,Sat Sep 26 09:12:03 COT 2020,14392
20127,16178,Sat Sep 26 09:12:03 COT 2020,14392
20127,16178,Sat Sep 26 09:12:03 COT 2020,14392
20127,16178,Sat Sep 26 09:12:03 COT 2020,14392
20127,16178,Sat Sep 26 09:12:03 COT 2020,14392
20128,16178,Sat Sep 26 09:12:03 COT 2020,12160
20128,16178,Sat Sep 26 09:12:03 COT 2020,12160
20129,16178,Sat Sep 26 09:12:03 COT 2020,13287
20129,16178,Sat Sep 26 09:12:03 COT 2020,13287
20130,16178,Sat Sep 26 09:12:03 COT 2020,18820
20130,16178,Sat Sep 26 09:12:03 COT 2020,18820
20131,16178,Sat Sep 26 09:12:03 COT 2020,1248
20131,16178,Sat Sep 26 09:12:03 COT 2020,1248
20132,16178,Sat Sep 26 09:12:03 COT 2020,9445
20132,16178,Sat Sep 26 09:12:03 COT 2020,9445
20133,16178,Sat Sep 26 09:12:03 COT 2020,13117
20133,16178,Sat Sep 26 09:12:03 COT 2020,13117
20134,16178,Sat Sep 26 09:12:03 COT 2020,12017
20134,16178,Sat Sep 26 09:12:03 COT 2020,12017
20135,16178,Sat Sep 26 09:12:03 COT 2020,10761
20135,16178,Sat Sep 26 09:12:03 COT 2020,10761
20136,16178,Sat Sep 26 09:12:03 COT 2020,13616
20136,16178,Sat Sep 26 09:12:03 COT 2020,13616
20137,16178,Sat Sep 26 09:12:03 COT 2020,7663
20137,16178,Sat Sep 26 09:12:03 COT 2020,7663
20138,16178,Sat Sep 26 09:12:03 COT 2020,1428
20138,16178,Sat Sep 26 09:12:03 COT 2020,1428
20139,16178,Sat Sep 26 09:12:03 COT 2020,14503
20139,16178,Sat Sep 26 09:12:03 COT 2020,14503
20140,16178,Sat Sep 26 09:12:03 COT 2020,13601
20140,16178,Sat Sep 26 09:12:03 COT 2020,13601
20141,16178,Sat Sep 26 09:12:03 COT 2020,12738
20141,16178,Sat Sep 26 09:12:03 COT 2020,12738
20142,16178,Sat Sep 26 09:12:03 COT 2020,19687
20142,16178,Sat Sep 26 09:12:03 COT 2020,19687
20142,16178,Sat Sep 26 09:12:03 COT 2020,19687
20142,16178,Sat Sep 26 09:12:03 COT 2020,19687
20143,16178,Sat Sep 26 09:12:03 COT 2020,19687
20143,16178,Sat Sep 26 09:12:03 COT 2020,19687
20143,16178,Sat Sep 26 09:12:03 COT 2020,19687
20143,16178,Sat Sep 26 09:12:03 COT 2020,19687
20144,16178,Sat Sep 26 09:12:03 COT 2020,7855
20144,16178,Sat Sep 26 09:12:03 COT 2020,7855
20144,16178,Sat Sep 26 09:12:03 COT 2020,7855
20144,16178,Sat Sep 26 09:12:03 COT 2020,7855
20145,16178,Sat Sep 26 09:12:03 COT 2020,7855
20145,16178,Sat Sep 26 09:12:03 COT 2020,7855
20145,16178,Sat Sep 26 09:12:03 COT 2020,7855
20145,16178,Sat Sep 26 09:12:03 COT 2020,7855
20146,16178,Sat Sep 26 09:12:03 COT 2020,14392
20146,16178,Sat Sep 26 09:12:03 COT 2020,14392
20146,16178,Sat Sep 26 09:12:03 COT 2020,14392
20146,16178,Sat Sep 26 09:12:03 COT 2020,14392
20147,16178,Sat Sep 26 09:12:03 COT 2020,14392
20147,16178,Sat Sep 26 09:12:03 COT 2020,14392
20147,16178,Sat Sep 26 09:12:03 COT 2020,14392
20147,16178,Sat Sep 26 09:12:03 COT 2020,14392
20148,16178,Sat Sep 26 09:12:03 COT 2020,2641
20148,16178,Sat Sep 26 09:12:03 COT 2020,2641
20149,16178,Sat Sep 26 09:12:03 COT 2020,8876
20149,16178,Sat Sep 26 09:12:03 COT 2020,8876
20150,16178,Sat Sep 26 09:12:03 COT 2020,8959
20150,16178,Sat Sep 26 09:12:03 COT 2020,8959
20151,16178,Sat Sep 26 09:12:03 COT 2020,8164
20151,16178,Sat Sep 26 09:12:03 COT 2020,8164
20152,16178,Sat Sep 26 09:12:03 COT 2020,7197
20152,16178,Sat Sep 26 09:12:03 COT 2020,7197
20153,16178,Sat Sep 26 09:12:03 COT 2020,5542
20153,16178,Sat Sep 26 09:12:03 COT 2020,5542
20154,16178,Sat Sep 26 09:12:03 COT 2020,5111
20154,16178,Sat Sep 26 09:12:03 COT 2020,5111
20155,16178,Sat Sep 26 09:12:03 COT 2020,1267
20155,16178,Sat Sep 26 09:12:03 COT 2020,1267
20156,16178,Sat Sep 26 09:12:03 COT 2020,16595
20156,16178,Sat Sep 26 09:12:03 COT 2020,16595
20157,16178,Sat Sep 26 09:12:03 COT 2020,4389
20157,16178,Sat Sep 26 09:12:03 COT 2020,4389
20158,16178,Sat Sep 26 09:12:03 COT 2020,4155
20158,16178,Sat Sep 26 09:12:03 COT 2020,4155
20159,16178,Sat Sep 26 09:12:03 COT 2020,6814
20159,16178,Sat Sep 26 09:12:03 COT 2020,6814
20160,16178,Sat Sep 26 09:12:03 COT 2020,10733
20160,16178,Sat Sep 26 09:12:03 COT 2020,10733
20161,16178,Sat Sep 26 09:12:03 COT 2020,3392
20161,16178,Sat Sep 26 09:12:03 COT 2020,3392
20162,16178,Sat Sep 26 09:12:03 COT 2020,10088
20162,16178,Sat Sep 26 09:12:03 COT 2020,1833
20162,16178,Sat Sep 26 09:12:03 COT 2020,10088
20162,16178,Sat Sep 26 09:12:03 COT 2020,1833
20163,16178,Sat Sep 26 09:12:03 COT 2020,18180
20163,16178,Sat Sep 26 09:12:03 COT 2020,18180
20164,16178,Sat Sep 26 09:12:03 COT 2020,16043
20164,16178,Sat Sep 26 09:12:03 COT 2020,16043
20165,16178,Sat Sep 26 09:12:03 COT 2020,10705
20165,16178,Sat Sep 26 09:12:03 COT 2020,10705
20166,16178,Sat Sep 26 09:12:03 COT 2020,12976
20166,16178,Sat Sep 26 09:12:03 COT 2020,12976
20167,16178,Sat Sep 26 09:12:03 COT 2020,1744
20167,16178,Sat Sep 26 09:12:03 COT 2020,1744
20168,16178,Sat Sep 26 09:12:03 COT 2020,16422
20168,16178,Sat Sep 26 09:12:03 COT 2020,16422
20169,16178,Sat Sep 26 09:12:03 COT 2020,16520
20169,16178,Sat Sep 26 09:12:03 COT 2020,16520
20170,16178,Sat Sep 26 09:12:03 COT 2020,16150
20170,16178,Sat Sep 26 09:12:03 COT 2020,16150
20171,16178,Sat Sep 26 09:12:03 COT 2020,4125
20171,16178,Sat Sep 26 09:12:03 COT 2020,4125
20172,16178,Sat Sep 26 09:12:03 COT 2020,15501
20172,16178,Sat Sep 26 09:12:03 COT 2020,15501
20172,16178,Sat Sep 26 09:12:03 COT 2020,15501
20172,16178,Sat Sep 26 09:12:03 COT 2020,15501
20173,16178,Sat Sep 26 09:12:03 COT 2020,15501
20173,16178,Sat Sep 26 09:12:03 COT 2020,15501
20173,16178,Sat Sep 26 09:12:03 COT 2020,15501
20173,16178,Sat Sep 26 09:12:03 COT 2020,15501
20174,16178,Sat Sep 26 09:12:03 COT 2020,10508
20174,16178,Sat Sep 26 09:12:03 COT 2020,10508
20175,16178,Sat Sep 26 09:12:03 COT 2020,2742
20175,16178,Sat Sep 26 09:12:03 COT 2020,2742
20176,16178,Sat Sep 26 09:12:03 COT 2020,12359
20176,16178,Sat Sep 26 09:12:03 COT 2020,12359
20177,16178,Sat Sep 26 09:12:03 COT 2020,12762
20177,16178,Sat Sep 26 09:12:03 COT 2020,12762
20178,16178,Sat Sep 26 09:12:03 COT 2020,13764
20178,16178,Sat Sep 26 09:12:03 COT 2020,13764
20179,16178,Sat Sep 26 09:12:03 COT 2020,16148
20179,16178,Sat Sep 26 09:12:03 COT 2020,16148
20180,16178,Sat Sep 26 09:12:03 COT 2020,2326
20180,16178,Sat Sep 26 09:12:03 COT 2020,2326
20181,16178,Sat Sep 26 09:12:03 COT 2020,19592
20181,16178,Sat Sep 26 09:12:03 COT 2020,19592
20182,16178,Sat Sep 26 09:12:03 COT 2020,15242
20182,16178,Sat Sep 26 09:12:03 COT 2020,15242
20183,16178,Sat Sep 26 09:12:03 COT 2020,8305
20183,16178,Sat Sep 26 09:12:03 COT 2020,8305
20184,16178,Sat Sep 26 09:12:03 COT 2020,9972
20184,16178,Sat Sep 26 09:12:03 COT 2020,9972
20185,16178,Sat Sep 26 09:12:03 COT 2020,5297
20185,16178,Sat Sep 26 09:12:03 COT 2020,5297
20186,16178,Sat Sep 26 09:12:03 COT 2020,5194
20186,16178,Sat Sep 26 09:12:03 COT 2020,5194
20187,16178,Sat Sep 26 09:12:03 COT 2020,8414
20187,16178,Sat Sep 26 09:12:03 COT 2020,8414
20188,16178,Sat Sep 26 09:12:03 COT 2020,1951
20188,16178,Sat Sep 26 09:12:03 COT 2020,1951
20189,16178,Sat Sep 26 09:12:03 COT 2020,8537
20189,16178,Sat Sep 26 09:12:03 COT 2020,8537
20190,16178,Sat Sep 26 09:12:03 COT 2020,12549
20190,16178,Sat Sep 26 09:12:03 COT 2020,12549
20191,16178,Sat Sep 26 09:12:03 COT 2020,10101
20191,16178,Sat Sep 26 09:12:03 COT 2020,10101
20192,16178,Sat Sep 26 09:12:03 COT 2020,19286
20192,16178,Sat Sep 26 09:12:03 COT 2020,19286
20193,16178,Sat Sep 26 09:12:03 COT 2020,11848
20193,16178,Sat Sep 26 09:12:03 COT 2020,11848
20194,16178,Sat Sep 26 09:12:03 COT 2020,1976
20194,16178,Sat Sep 26 09:12:03 COT 2020,1976
20195,16178,Sat Sep 26 09:12:03 COT 2020,1305
20195,16178,Sat Sep 26 09:12:03 COT 2020,1305
20196,16178,Sat Sep 26 09:12:03 COT 2020,13482
20196,16178,Sat Sep 26 09:12:03 COT 2020,13482
20197,16178,Sat Sep 26 09:12:03 COT 2020,19949
20197,16178,Sat Sep 26 09:12:03 COT 2020,19949
20198,16178,Sat Sep 26 09:12:03 COT 2020,15501
20198,16178,Sat Sep 26 09:12:03 COT 2020,15501
20198,16178,Sat Sep 26 09:12:03 COT 2020,15501
20198,16178,Sat Sep 26 09:12:03 COT 2020,15501
20199,16178,Sat Sep 26 09:12:03 COT 2020,15501
20199,16178,Sat Sep 26 09:12:03 COT 2020,15501
20199,16178,Sat Sep 26 09:12:03 COT 2020,15501
20199,16178,Sat Sep 26 09:12:03 COT 2020,15501
20200,16178,Sat Sep 26 09:12:03 COT 2020,17853
20200,16178,Sat Sep 26 09:12:03 COT 2020,17853
20201,16178,Sat Sep 26 09:12:03 COT 2020,13625
20201,16178,Sat Sep 26 09:12:03 COT 2020,13625
20202,16178,Sat Sep 26 09:12:03 COT 2020,10226
20202,16178,Sat Sep 26 09:12:03 COT 2020,10226
20203,16178,Sat Sep 26 09:12:03 COT 2020,7063
20203,16178,Sat Sep 26 09:12:03 COT 2020,7063
20204,16178,Sat Sep 26 09:12:03 COT 2020,15769
20204,16178,Sat Sep 26 09:12:03 COT 2020,15769
20205,16178,Sat Sep 26 09:12:03 COT 2020,3059
20205,16178,Sat Sep 26 09:12:03 COT 2020,3059
20206,16178,Sat Sep 26 09:12:03 COT 2020,2550
20206,16178,Sat Sep 26 09:12:03 COT 2020,2550
20207,16178,Sat Sep 26 09:12:03 COT 2020,2221
20207,16178,Sat Sep 26 09:12:03 COT 2020,2221
20208,16178,Sat Sep 26 09:12:03 COT 2020,8665
20208,16178,Sat Sep 26 09:12:03 COT 2020,8665
20208,16178,Sat Sep 26 09:12:03 COT 2020,8665
20208,16178,Sat Sep 26 09:12:03 COT 2020,8665
20209,16178,Sat Sep 26 09:12:03 COT 2020,8665
20209,16178,Sat Sep 26 09:12:03 COT 2020,8665
20209,16178,Sat Sep 26 09:12:03 COT 2020,8665
20209,16178,Sat Sep 26 09:12:03 COT 2020,8665
20210,16178,Sat Sep 26 09:12:03 COT 2020,11033
20210,16178,Sat Sep 26 09:12:03 COT 2020,19582
20210,16178,Sat Sep 26 09:12:03 COT 2020,11033
20210,16178,Sat Sep 26 09:12:03 COT 2020,19582
20211,16178,Sat Sep 26 09:12:03 COT 2020,4344
20211,16178,Sat Sep 26 09:12:03 COT 2020,4344
20212,16178,Sat Sep 26 09:12:03 COT 2020,11593
20212,16178,Sat Sep 26 09:12:03 COT 2020,11593
20213,16178,Sat Sep 26 09:12:03 COT 2020,13470
20213,16178,Sat Sep 26 09:12:03 COT 2020,13470
20214,16178,Sat Sep 26 09:12:03 COT 2020,7139
20214,16178,Sat Sep 26 09:12:03 COT 2020,7978
20214,16178,Sat Sep 26 09:12:03 COT 2020,7139
20214,16178,Sat Sep 26 09:12:03 COT 2020,7978
20215,16178,Sat Sep 26 09:12:03 COT 2020,17559
20215,16178,Sat Sep 26 09:12:03 COT 2020,17559
20216,16178,Sat Sep 26 09:12:03 COT 2020,18190
20216,16178,Sat Sep 26 09:12:03 COT 2020,18190
20217,16178,Sat Sep 26 09:12:03 COT 2020,4221
20217,16178,Sat Sep 26 09:12:03 COT 2020,4221
20218,16178,Sat Sep 26 09:12:03 COT 2020,7570
20218,16178,Sat Sep 26 09:12:03 COT 2020,7570
20219,16178,Sat Sep 26 09:12:03 COT 2020,18069
20219,16178,Sat Sep 26 09:12:03 COT 2020,18069
20220,16178,Sat Sep 26 09:12:03 COT 2020,14178
20220,16178,Sat Sep 26 09:12:03 COT 2020,14178
20221,16178,Sat Sep 26 09:12:03 COT 2020,10803
20221,16178,Sat Sep 26 09:12:03 COT 2020,10803
20222,16178,Sat Sep 26 09:12:03 COT 2020,12408
20222,16178,Sat Sep 26 09:12:03 COT 2020,12408
20223,16178,Sat Sep 26 09:12:03 COT 2020,14446
20223,16178,Sat Sep 26 09:12:03 COT 2020,14446
20224,16178,Sat Sep 26 09:12:03 COT 2020,1410
20224,16178,Sat Sep 26 09:12:03 COT 2020,1410
20225,16178,Sat Sep 26 09:12:03 COT 2020,12472
